LSOA code,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03
E01000115,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,3.0
E01000116,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,6.0,4.0,3.0,2.0,4.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,6.0,1.0,2.0,2.0,3.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0
E01000117,1.0,1.0,4.0,3.0,2.0,3.0,1.0,0.0,2.0,1.0,3.0,5.0,7.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,4.0,3.0,2.0,5.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,5.0,2.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
E01000118,4.0,3.0,6.0,6.0,3.0,0.0,2.0,1.0,2.0,0.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,5.0,2.0,1.0,6.0,2.0,7.0,3.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,2.0,1.0,2.0,0.0,4.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,2.0
E01000119,1.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
E01000120,1.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,4.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,4.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
E01000121,0.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,3.0,1.0,2.0,3.0,0.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
E01000122,4.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,7.0,2.0,1.0,1.0,5.0,4.0,5.0,4.0,1.0,0.0,1.0,7.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,1.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,4.0,6.0,1.0,1.0,2.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
E01000123,0.0,8.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,4.0,4.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,6.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,3.0,0.0,0.0,2.0
E01000124,0.0,6.0,6.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,3.0,0.0,3.0,1.0,0.0,1.0,2.0,4.0,4.0,0.0,0.0,4.0,0.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,2.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,0.0,5.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,3.0,10.0,3.0
